CONTROL_NUMBER,CARD_PROM_12,CHILDREN,DONOR_AGE,DONOR_GENDER,FILE_CARD_GIFT,FREQUENCY_STATUS_97NK,HOME_OWNER,INCOME_GROUP,LAST_GIFT_AMT,LIFETIME_CARD_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_MAX_GIFT_AMT,LIFETIME_MIN_GIFT_AMT,LIFETIME_PROM,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,MONTHS_SINCE_FIRST_GIFT,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_LAST_PROM_RESP,NUMBER_PROM_12,PCT_ATTRIBUTE1,PCT_ATTRIBUTE2,PCT_ATTRIBUTE3,PCT_ATTRIBUTE4,PCT_OWNER_OCCUPIED,PEP_STAR,PER_CAPITA_INCOME,RECENCY_STATUS_96NK,RECENT_AVG_CARD_GIFT_AMT,RECENT_AVG_GIFT_AMT,RECENT_CARD_RESPONSE_COUNT,RECENT_CARD_RESPONSE_PROP,RECENT_RESPONSE_COUNT,RECENT_RESPONSE_PROP,RECENT_STAR_STATUS,SES,URBANICITY,WEALTH_RATING,TARGET_B
123186,5.0,0.0,49.0,U,7.0,1.0,U,,17.0,27.0,155.0,12.0,20.0,5.0,69.0,799.0,288.0,105.0,,26.0,11.0,0.0,25.0,44.0,16.0,70.0,1.0,10636.0,A,19.0,18.0,1.0,0.1,2.0,0.095,0.0,2,T,9.0,0
121711,4.0,1.0,41.0,,3.0,1.0,H,7.0,19.0,20.0,71.0,5.0,19.0,5.0,52.0,855.0,576.0,76.0,26.0,26.0,10.0,1.0,21.0,76.0,0.0,92.0,0.0,18634.0,A,0.0,19.0,0.0,0.0,1.0,0.05,0.0,1,C,9.0,0
122744,5.0,3.0,57.0,F,9.0,4.0,H,6.0,2.0,16.0,,14.0,22.0,1.0,36.0,855.0,491.0,53.0,21.0,21.0,10.0,0.0,18.0,51.0,15.0,70.0,1.0,18252.0,S,1.33,4.0,6.0,0.6,8.0,0.4,1.0,1,C,6.0,0
63703,4.0,,,U,1.0,1.0,H,4.0,15.0,14.0,23.0,3.0,15.0,3.0,36.0,349.0,208.0,53.0,26.0,26.0,9.0,1.0,37.0,27.0,36.0,76.0,0.0,10644.0,A,0.0,15.0,0.0,0.0,1.0,0.063,0.0,2,T,,0
15573,6.0,4.0,53.0,F,13.0,3.0,H,6.0,10.0,27.0,87.25,18.0,10.0,1.25,68.0,471.0,256.0,125.0,17.0,17.0,13.0,0.0,24.0,29.0,33.0,84.0,1.0,10183.0,S,9.0,9.0,3.0,0.429,3.0,0.2,1.0,2,R,,0
44383,4.0,3.0,37.0,M,1.0,1.0,U,1.0,15.0,5.0,15.0,1.0,15.0,15.0,13.0,442.0,140.0,17.0,17.0,17.0,10.0,0.0,29.0,36.0,64.0,62.0,0.0,7522.0,F,15.0,15.0,1.0,0.5,,0.2,0.0,3,T,,0
147629,6.0,3.0,53.0,F,3.0,4.0,H,6.0,12.0,15.0,90.0,9.0,15.0,5.0,37.0,2219.0,448.0,40.0,15.0,15.0,13.0,0.0,26.0,27.0,27.0,71.0,1.0,19911.0,S,11.0,10.83,2.0,0.2,6.0,0.286,1.0,2,S,13.451898003766887,0
6186,6.0,3.0,65.0,M,11.0,1.0,H,5.0,20.0,26.0,263.0,17.0,20.0,5.0,110.0,,462.0,92.0,4.0,17.0,30.0,0.0,52.0,15.0,71.0,98.0,1.0,24207.0,A,20.0,20.0,2.0,,2.0,0.105,0.0,1,S,9.0,0
46683,6.0,0.0,62.0,M,3.0,2.0,H,2.0,26.0,23.0,145.54,7.0,33.54,3.0,58.0,413.0,72.0,74.0,18.0,18.0,13.0,0.0,52.0,0.0,50.0,49.0,0.0,7241.0,A,0.0,26.0,0.0,0.0,2.0,0.095,0.0,3,T,6.0,0
88115,5.0,4.0,37.0,F,13.0,3.0,H,9.503279718784624,5.0,29.0,102.0,27.0,10.0,2.0,74.0,1161.0,466.0,123.0,16.0,16.0,12.0,0.0,19.0,37.0,86.39494029272159,96.0,1.0,18029.0,S,4.33,4.5,3.0,0.3,4.0,0.2,1.0,2,S,4.0,0
8730,12.0,1.0,,F,20.0,4.0,U,,10.0,55.0,353.0,40.0,15.0,3.0,147.0,1100.0,573.0,114.0,17.0,17.0,26.0,0.0,26.0,16.0,59.0,84.0,1.0,19415.0,S,12.0,12.13,5.0,0.455,8.0,0.364,1.0,3,C,-3.7528211183817213,0
33407,6.0,2.0,55.0,M,7.0,2.0,H,5.0,11.0,23.0,111.0,13.0,13.0,3.0,57.0,702.0,403.0,74.0,19.0,19.0,13.0,3.0,26.0,36.0,51.0,64.0,1.0,14780.0,,0.0,10.5,0.0,0.0,2.0,0.095,1.0,1,C,7.0,1
123220,6.0,3.0,83.0,F,4.0,3.0,U,2.0,10.0,26.0,99.0,12.0,18.0,3.0,61.0,545.0,297.0,105.0,15.0,7.547110945681098,13.0,0.0,41.0,32.0,40.0,54.0,0.0,12958.0,A,10.0,10.0,1.0,0.111,4.0,0.222,0.0,2,T,5.0,0
186647,7.0,2.0,61.0,M,4.0,,H,6.0,3.0,23.0,63.0,9.0,,3.0,57.0,624.0,212.0,92.0,8.0,21.0,16.0,0.0,13.0,79.0,0.0,79.0,0.0,9533.0,A,5.0,6.0,1.0,0.143,-3.2494374756529183,0.118,0.0,1,S,,0
115470,5.0,4.0,,M,8.0,3.0,H,4.0,10.0,24.0,143.0,19.0,15.0,2.0,65.0,308.0,181.0,86.0,15.0,15.0,13.0,0.0,32.0,25.0,38.0,78.0,1.0,8216.0,S,10.0,9.6,2.0,0.2,5.0,0.238,1.0,2,R,1.0,0
60571,6.0,0.0,,M,3.0,,U,,12.0,10.0,42.0,4.0,15.0,5.0,26.0,696.0,354.0,29.0,17.0,17.0,13.0,0.0,28.0,39.0,34.0,69.0,2.004584679238949,15493.0,A,10.67,10.5,3.0,0.5,4.0,0.364,0.0,2,T,,1
105601,4.0,6.220526274750517,,M,0.0,1.0,U,,20.0,8.0,30.0,2.0,20.0,10.0,24.0,916.0,286.0,31.0,20.0,20.0,11.0,0.0,40.0,34.0,,79.0,,12983.0,A,0.0,15.0,0.0,0.0,2.0,0.154,0.0,2,T,,0
119568,6.0,2.0,49.0,F,1.0,,H,9.503279718784624,20.0,11.0,50.0,3.0,20.0,10.0,27.0,1458.0,299.0,32.0,24.0,24.0,12.0,2.0,64.80438529221658,55.0,0.0,16.0,0.0,19185.0,A,20.0,16.67,1.0,0.143,3.0,0.188,0.0,1,S,,0
156614,6.0,4.0,61.0,M,3.0,2.0,U,,20.0,15.0,71.0,-18.62906039516914,20.0,10.0,41.0,911.0,394.0,65.0,22.0,22.0,12.0,0.0,39.0,28.0,44.0,72.0,0.0,18368.0,A,17.0,16.33,6.3363646096792285,0.25,3.0,0.158,0.0,1,S,7.0,0
182492,6.0,2.0,,M,8.0,2.0,H,2.0,13.0,27.0,72.0,14.0,13.0,3.0,67.0,359.0,185.0,117.0,17.0,17.0,13.0,0.0,32.0,32.0,46.0,63.0,1.0,8531.0,S,9.0,8.0,2.0,0.2,4.0,0.2,1.0,3,T,0.0,0
12003,8.0,4.0,68.0,F,5.0,2.0,U,2.0,-21.833599748819694,26.0,197.0,16.0,30.0,3.0,88.0,3626.0,749.0,75.0,8.0,16.0,32.0,0.0,20.0,15.0,,93.0,0.0,30685.0,,15.0,16.67,2.0,0.2,3.0,0.143,0.0,2,U,3.0,1
11961,7.0,2.0,39.0,F,12.0,1.0,H,6.0,25.0,33.0,432.0,20.0,25.0,5.0,117.0,2645.0,644.0,119.0,4.0,16.0,37.0,1.0,27.0,35.0,-22.613054461101946,78.0,1.0,20782.0,A,25.0,25.0,3.0,0.273,3.0,0.143,13.0,1,S,7.0,1
5629,6.0,2.0,,F,12.0,1.0,U,,25.0,33.0,376.0,29.0,25.0,5.0,100.0,435.0,137.0,130.0,19.0,19.0,15.0,0.0,0.0,0.0,0.0,43.0,1.0,7245.0,,25.0,25.0,1.0,0.091,3.0,0.136,7.0,?,?,,0
101342,6.0,3.0,86.0,F,6.0,2.0,U,2.0,25.0,25.0,208.0,10.0,25.0,,66.0,380.0,198.0,93.0,20.0,20.0,13.0,1.0,33.0,25.0,24.0,82.0,1.0,8941.0,A,25.0,25.0,4.0,0.4,4.0,0.211,0.0,2,R,4.0,0
70485,6.0,0.0,51.0,M,3.0,1.0,U,1.0,15.0,17.0,65.0,5.0,20.0,10.0,38.0,339.0,163.0,44.0,18.0,18.0,13.0,1.0,28.0,40.0,21.0,82.0,1.0,-12823.750148985266,A,10.0,15.0,1.0,0.091,3.0,0.136,0.0,3,R,1.0,0
82373,4.0,2.0,37.0,M,2.0,1.0,,3.0,17.0,12.0,38.0,4.0,17.0,5.0,36.0,899.0,381.0,77.0,24.0,24.0,9.0,0.0,39.0,15.0,,90.0,0.0,16977.0,A,17.0,17.0,1.0,0.2,1.0,0.063,0.0,2,S,7.0,0
156557,4.0,3.0,43.0,F,4.0,3.0,H,7.0,20.0,17.0,112.0,9.0,20.0,5.0,39.0,2379.0,622.0,52.0,18.0,18.0,7.0,2.0,29.0,59.0,9.0,85.0,1.0,19443.0,S,17.5,16.0,2.0,0.182,5.0,0.25,1.0,1,S,8.0,0
61754,5.0,4.0,,M,4.0,2.0,U,2.0,10.0,25.0,91.0,13.0,12.0,2.0,61.0,516.0,292.0,113.0,15.0,15.0,12.0,0.0,29.0,38.0,31.0,79.0,0.0,11848.0,A,10.0,10.5,2.0,0.2,4.0,0.2,0.0,2,R,5.0,0
125354,5.0,3.0,70.0,M,8.0,1.0,H,4.0,11.0,23.0,114.0,16.0,11.0,3.0,60.0,493.0,284.0,89.0,18.0,18.0,12.0,4.0,46.0,62.0,30.0,67.0,1.0,9998.0,A,0.0,11.0,0.0,0.0,1.0,0.056,11.0,3,S,5.0,0
107167,6.0,0.0,,F,5.0,3.0,U,,10.0,27.0,290.0,13.0,50.0,10.0,64.0,150.0,183.0,79.0,21.0,21.0,13.0,0.0,35.0,19.0,,81.0,1.0,9358.0,A,10.0,25.0,1.0,0.091,3.0,0.143,0.0,3,R,2.0,0
102343,6.0,4.0,55.0,M,3.0,1.0,U,,30.0,23.0,101.0,7.0,30.0,3.0,56.0,608.0,307.0,79.0,18.0,18.0,15.0,0.0,30.0,39.0,-22.613054461101946,62.0,1.0,15277.0,A,30.0,30.0,1.0,0.1,1.0,0.048,0.0,2,,2.0,0
175540,5.0,0.0,,U,3.0,1.0,U,,17.0,18.0,86.0,7.0,17.0,3.0,44.0,541.0,132.0,60.0,26.0,26.0,10.0,0.0,29.0,52.0,27.0,29.0,1.0,10408.0,A,0.0,17.0,0.0,-0.3689883264245675,1.0,0.048,0.0,3,U,2.0,0
68861,6.0,0.0,66.0,F,3.0,3.0,H,5.0,10.0,19.0,63.0,8.0,15.0,2.0,48.0,809.0,444.0,76.0,17.0,17.0,12.0,0.0,38.0,19.0,23.0,73.0,0.0,15893.0,A,5.0,8.33,1.0,0.111,3.0,0.15,0.0,2,S,7.0,0
159601,6.0,4.0,,F,4.0,,U,,15.0,18.0,92.0,10.0,20.0,2.0,51.0,2243.0,360.0,81.0,20.0,20.0,15.0,0.0,37.0,42.0,29.0,75.0,0.0,15520.0,A,15.0,15.0,2.0,0.222,4.0,0.2,0.0,2,R,1.0,0
146176,6.0,2.0,71.0,F,3.0,3.0,H,5.0,10.0,13.0,40.0,6.0,10.0,5.0,29.0,1628.0,309.0,32.0,18.0,21.0,12.0,0.0,31.0,39.0,26.0,90.0,1.0,10438.0,,5.67,6.0,3.0,0.333,4.0,0.235,1.0,3,U,,0
80109,6.0,3.0,57.0,M,6.0,2.0,H,4.0,15.0,26.0,135.0,9.0,25.0,5.0,63.0,519.0,327.0,95.0,18.0,18.0,13.0,0.0,20.0,25.0,24.0,85.0,1.0,12453.0,A,15.0,15.0,1.0,0.111,2.0,0.1,0.0,2,R,7.0,0
74055,6.0,4.0,,M,11.0,3.0,U,,10.0,29.0,174.0,21.0,12.0,3.0,75.0,388.0,214.0,97.0,18.0,21.0,13.0,0.0,31.0,28.0,35.0,87.0,1.0,9186.0,S,11.0,10.5,2.0,0.2,4.0,0.2,1.0,2,R,1.0,0
56345,6.0,1.0,74.0,F,5.0,2.0,H,5.0,14.0,22.0,98.0,10.0,14.0,5.0,55.0,469.0,273.0,75.0,24.0,24.0,11.0,0.0,22.0,21.0,32.0,82.0,0.0,11320.0,A,12.0,12.67,2.0,0.2,3.0,0.158,0.0,2,R,5.0,0
150218,6.0,3.0,21.0,M,11.0,4.0,U,1.0,3.0,17.0,77.0,15.0,9.0,3.0,39.0,2063.0,351.0,45.0,15.0,17.0,13.0,0.0,,18.0,43.0,42.0,1.0,15841.0,S,5.78,5.78,9.0,0.818,9.0,0.5,1.0,2,S,3.0,0
104091,6.0,2.0,,M,2.0,4.0,U,3.0,10.0,12.0,55.0,7.0,12.0,5.0,29.0,733.0,-190.66268328703148,35.0,18.0,18.0,14.0,0.0,0.0,0.0,0.0,66.0,0.0,18137.0,A,8.5,7.5,2.0,0.25,6.0,0.353,0.0,3,C,,0
10365,6.0,4.0,74.0,U,8.0,2.0,H,4.0,28.0,19.0,363.0,21.0,28.0,5.0,72.0,1088.0,285.0,76.0,6.0,15.0,20.0,0.0,48.0,47.0,33.0,87.0,1.0,13823.0,S,20.0,18.33,2.0,0.25,,0.214,1.0,1,R,4.0,0
111835,6.0,2.0,71.0,M,1.0,3.0,H,5.0,10.0,12.0,33.0,4.0,10.0,3.0,31.0,225.0,132.0,39.0,30.290179826175432,7.547110945681098,12.0,0.0,14.0,20.0,49.0,63.0,0.0,5409.0,A,10.0,10.0,1.0,0.143,3.0,0.188,0.0,3,R,,0
163701,4.0,3.0,51.0,M,8.0,1.0,U,4.0,15.0,20.0,112.0,15.0,15.0,5.0,53.0,0.0,0.0,76.0,15.0,15.0,11.0,1.0,,26.0,55.0,0.0,1.0,0.0,L,9.5,10.75,2.0,0.2,4.0,0.2,3.0,1,S,9.0,0
27059,5.0,2.0,,,29.0,4.0,U,,10.0,32.0,556.0,63.0,15.0,2.0,91.0,482.0,173.0,130.0,17.0,17.0,12.0,0.0,23.0,44.0,26.0,63.0,1.0,8226.0,S,9.67,9.29,6.0,0.545,7.0,0.35,1.0,3,R,5.0,0
32475,6.0,3.0,,M,2.0,2.0,U,3.0,20.0,16.0,82.0,5.0,67.77428826652354,10.0,40.0,814.0,271.0,40.0,18.0,18.0,13.0,3.0,44.0,31.0,37.0,84.0,0.0,10488.0,A,20.0,20.0,2.0,0.182,3.0,0.136,0.0,2,T,,1
163608,6.0,0.0,,M,4.0,4.0,H,7.0,30.0,13.0,106.0,6.0,30.0,5.0,31.0,5407.0,1066.0,34.0,18.0,20.0,14.0,0.0,30.0,12.0,63.0,88.0,,39951.0,A,12.0,14.0,3.0,0.375,4.0,0.235,0.0,1,S,,1
117886,6.0,4.0,,F,7.0,2.0,U,,13.0,29.0,84.0,13.0,13.0,3.0,71.0,552.0,340.0,127.0,19.0,19.0,13.0,0.0,0.0,0.0,0.0,75.0,1.0,12850.0,A,11.0,11.67,1.0,0.125,3.0,0.158,0.0,?,?,5.0,0
135355,6.0,4.0,74.0,M,13.0,4.0,H,4.0,9.0,-7.205340662364819,235.0,25.0,11.0,5.0,65.0,1193.0,545.0,88.0,19.0,19.0,12.0,0.0,26.0,45.0,11.0,93.0,1.0,17797.0,S,9.83,9.89,6.0,0.545,9.0,0.45,1.0,1,S,9.0,0
166742,6.0,3.0,61.0,F,7.0,4.0,H,4.0,10.0,18.0,106.0,11.0,14.0,5.0,53.0,4705.0,839.0,64.0,15.0,16.0,15.0,1.0,46.0,19.0,43.0,94.0,1.0,41201.0,S,12.67,13.0,3.0,0.375,4.0,0.222,1.0,1,C,9.0,1
118805,6.0,4.0,54.0,F,6.0,2.0,H,5.0,15.0,20.0,70.0,,15.0,3.0,54.0,1095.0,520.0,77.0,20.0,20.0,13.0,0.0,33.0,47.0,13.0,80.0,1.0,20341.0,A,14.0,14.0,3.0,0.333,3.0,0.15,0.0,1,C,9.0,1
64303,6.0,0.0,71.0,F,10.0,4.0,H,2.0,2.0,30.0,71.0,25.0,5.0,1.0,71.0,452.0,234.0,123.0,15.0,15.0,14.0,0.0,37.0,21.0,42.0,,1.0,11867.0,S,4.33,3.0,3.0,0.3,8.0,0.4,1.0,2,R,2.0,0
29308,5.0,1.0,,M,,1.0,U,,17.0,34.0,211.0,18.0,17.0,5.0,77.0,451.0,201.0,114.0,26.0,26.0,12.0,0.0,26.0,27.0,38.0,70.0,1.0,9414.0,A,0.0,14.75,0.0,0.0,4.0,0.182,3.0,2,R,8.0,0
3976,6.0,3.0,70.0,F,14.0,4.0,U,2.0,9.0,31.0,207.5,28.0,12.0,3.0,123.0,510.0,271.0,122.0,15.0,15.0,29.0,0.0,29.0,16.0,33.0,66.0,1.0,11771.0,S,7.63,7.75,4.0,0.444,6.0,0.3,1.0,2,T,,0
148141,6.0,2.0,50.0,F,6.0,3.0,U,,13.0,23.0,121.0,11.0,13.0,,59.0,3576.0,661.0,76.0,20.0,20.0,15.0,0.0,26.0,43.0,23.0,73.0,1.0,29413.0,S,12.25,11.83,4.0,0.4,6.0,0.3,1.0,1,C,9.0,1
43149,6.0,3.0,72.0,U,14.0,2.0,U,,17.0,31.0,245.0,19.0,20.0,5.0,78.0,1414.0,300.0,127.0,17.0,17.0,15.0,0.0,46.0,19.0,51.0,68.0,1.0,16711.0,S,17.0,15.67,1.0,0.1,3.0,0.15,1.0,2,C,6.0,0
83481,5.0,4.0,53.0,F,10.0,1.0,H,3.0,11.0,23.0,102.0,15.0,11.0,3.0,60.0,702.0,336.0,89.0,17.0,17.0,12.0,0.0,35.0,40.0,34.0,95.0,1.0,12276.0,A,10.0,10.0,,0.25,2.0,0.105,11.0,2,R,5.0,0
72406,6.0,1.0,78.0,F,,3.0,U,2.0,10.0,32.0,153.0,18.0,12.0,5.0,75.0,435.0,274.0,128.0,18.0,,13.0,0.0,37.0,27.0,36.0,,1.0,12342.0,S,10.5,10.6,2.0,0.2,5.0,0.238,1.0,2,T,6.0,0
128144,6.0,4.0,66.0,F,5.0,1.0,U,2.0,17.0,31.0,104.0,10.0,17.0,,74.0,753.0,372.0,127.0,18.0,18.0,15.0,2.0,18.0,37.0,18.0,69.0,0.0,11257.0,A,0.0,17.0,0.0,0.0,9.170049552913412,0.048,0.0,2,C,3.0,0
9374,5.0,4.0,61.0,F,3.0,1.0,H,5.0,15.0,24.0,125.0,11.0,18.0,5.0,91.0,2787.0,499.0,93.0,19.0,19.0,20.0,0.0,30.0,43.0,18.0,67.0,0.0,23058.0,,0.0,15.0,0.0,0.0,2.0,0.111,0.0,1,T,8.0,1
160493,6.0,1.0,76.0,F,5.0,1.0,H,4.0,16.0,17.0,77.0,6.0,,10.0,45.0,1313.0,377.0,54.0,21.0,21.0,13.0,0.0,24.0,65.0,8.0,77.0,1.0,9509.0,A,15.0,15.0,2.0,0.222,2.0,0.105,0.0,2,C,4.0,0
190090,2.0,3.0,,,4.0,4.0,U,,15.0,6.0,64.0,5.0,15.0,10.0,11.0,667.0,164.0,33.0,18.0,18.0,4.0,0.0,23.0,13.0,59.0,81.0,1.0,15364.0,E,13.33,13.0,3.0,0.75,4.0,0.571,0.0,2,T,,0
48650,6.0,3.0,62.0,U,4.0,2.0,U,,12.0,26.0,88.0,10.0,15.0,5.0,60.0,528.0,244.0,122.0,19.0,19.0,13.0,2.0,30.0,43.0,33.0,,1.0,10398.0,S,0.0,11.0,0.0,0.0,2.0,0.111,1.0,2,R,7.0,0
141691,6.0,4.0,47.0,F,5.0,4.0,U,4.0,15.0,,132.0,10.0,20.0,10.0,46.0,,227.0,53.0,15.0,15.0,14.0,1.0,42.0,29.0,43.0,3.0,1.0,13111.0,S,12.5,13.86,4.0,0.444,7.0,0.368,1.0,2,S,6.0,0
18502,5.0,3.0,75.0,F,9.0,1.0,U,3.0,10.0,25.0,124.0,19.0,10.0,3.0,116.38769254085472,451.0,238.0,110.0,18.0,18.0,12.0,2.0,31.0,18.0,38.0,79.0,1.0,11942.0,A,0.0,10.0,0.0,0.0,1.0,0.063,0.0,2,R,,0
12792,7.0,0.0,,M,2.0,3.0,H,7.0,15.0,14.0,94.0,10.0,25.0,3.0,53.0,1304.0,528.0,182.03713229226065,15.0,15.0,30.0,1.0,29.0,26.0,23.0,86.0,1.0,19316.0,A,7.0,9.0,2.0,0.222,5.0,0.278,0.0,2,S,,0
153982,6.0,1.0,,M,1.0,1.0,H,4.0,30.0,11.0,55.0,2.0,30.0,25.0,24.0,1380.0,317.0,30.0,17.0,17.0,13.0,5.0,19.0,58.0,86.39494029272159,71.0,0.0,8739.0,A,25.0,27.5,1.0,0.143,2.0,0.133,0.0,3,S,,0
73282,6.0,3.0,75.0,M,4.0,1.0,H,6.0,25.0,24.0,125.0,6.0,30.0,10.0,58.0,800.0,409.0,68.0,17.0,17.0,13.0,0.0,27.0,35.0,26.0,87.0,0.0,14218.0,A,25.0,25.0,2.0,0.182,2.0,0.095,0.0,2,S,1.0,1
106896,5.0,2.0,73.0,F,8.0,1.0,U,2.0,10.0,29.0,112.5,18.0,10.0,1.5,72.0,643.0,300.0,126.0,18.0,,12.0,7.0,29.0,23.0,8.0,53.0,,15003.0,A,0.0,8.67,,0.0,3.0,0.15,7.0,2,S,7.0,1
177260,6.0,0.0,51.0,M,8.0,4.0,U,5.0,6.0,25.0,71.0,12.0,9.0,3.0,62.0,492.0,198.0,112.0,15.0,15.0,14.0,0.0,40.0,26.0,,68.0,1.0,9629.0,A,6.5,6.29,4.0,0.4,7.0,0.333,0.0,2,R,1.0,1
45367,4.0,4.0,32.0,M,1.0,,U,,25.0,7.0,25.0,1.0,25.0,25.0,19.0,1172.0,455.0,23.0,23.0,23.0,10.0,0.0,38.0,41.0,21.0,97.0,0.0,18415.0,N,25.0,25.0,1.0,0.25,1.0,0.1,0.0,1,U,,1
181384,4.0,2.0,,M,8.0,1.0,H,5.0,10.0,25.0,133.0,17.0,11.0,3.0,63.0,1023.0,358.0,105.0,26.0,26.0,9.0,3.0,49.0,44.0,27.0,74.0,1.0,15049.0,A,10.0,10.0,1.0,-0.3689883264245675,1.0,0.053,0.0,2,T,5.0,0
50985,6.0,0.0,75.0,M,7.0,2.0,H,3.0,25.0,24.0,186.0,11.0,25.0,10.0,64.0,483.0,202.0,96.0,18.0,23.0,15.0,0.0,24.0,0.0,39.0,58.0,1.0,9753.0,S,22.0,22.0,1.0,0.111,1.0,0.053,1.0,3,C,,0
56696,6.0,2.0,39.0,,1.0,3.0,H,5.0,10.0,10.0,27.0,4.0,10.0,5.0,22.0,676.0,378.0,30.0,18.0,18.0,12.0,0.0,31.0,16.0,44.0,91.0,1.0,15917.0,A,5.0,6.75,1.0,0.167,4.0,0.286,8.587873099593457,2,S,,0
133042,6.0,2.0,84.0,M,2.0,2.0,H,5.0,30.0,8.0,55.0,2.0,30.0,25.0,19.0,427.0,231.0,21.0,17.0,17.0,13.0,0.0,25.0,30.0,41.0,79.0,0.0,10388.0,N,27.5,27.5,2.0,0.5,2.0,0.25,0.0,3,R,,1
142241,6.0,1.0,62.0,F,4.0,2.0,H,7.0,16.0,16.0,66.0,5.0,,5.0,43.0,2368.0,578.0,57.0,18.0,18.0,13.0,0.0,45.0,37.0,42.0,85.0,1.0,27653.0,S,20.0,18.0,1.0,0.143,2.0,0.118,1.0,1,T,9.0,1
2501,9.0,3.0,63.0,F,2.0,1.0,H,5.0,16.0,10.0,41.0,3.0,16.0,10.0,26.0,508.0,239.0,20.0,15.0,15.0,23.0,2.0,28.0,29.0,42.0,30.0,0.0,14236.0,F,12.5,13.67,2.0,1.0,3.0,0.6,0.0,2,C,,0
113539,6.0,1.0,73.0,F,4.0,1.0,H,2.0,15.0,22.0,74.0,7.0,16.0,3.0,50.0,541.0,316.0,85.0,20.0,20.0,13.0,1.0,39.0,48.0,20.0,85.0,0.0,11849.0,A,15.0,15.0,1.0,0.1,2.0,0.1,0.0,2,S,-3.7528211183817213,1
55358,6.0,2.0,49.0,F,2.0,2.0,H,4.0,25.0,17.0,95.0,6.0,25.0,10.0,42.0,426.0,139.0,55.0,16.0,16.0,13.0,0.0,0.0,0.0,0.0,41.0,0.0,4437.0,A,20.0,20.0,1.0,0.111,3.0,0.15,0.0,3,C,0.0,1
63106,5.0,4.0,45.0,M,12.0,2.0,U,4.0,16.0,27.0,89.0,17.0,16.0,3.0,57.0,614.0,424.0,125.0,15.0,15.0,10.0,0.0,29.0,24.0,10.0,91.0,1.0,16934.0,A,9.5,9.75,2.0,0.2,4.0,0.235,4.0,2,R,6.0,0
35009,6.0,0.0,59.0,F,1.0,2.0,U,,16.0,9.0,26.0,2.0,16.0,10.0,20.0,626.0,192.0,24.0,18.0,18.0,12.0,0.0,37.0,32.0,40.0,79.0,0.0,12154.0,N,10.0,13.0,1.0,0.2,2.0,0.182,0.0,2,T,,0
149956,5.0,0.0,47.0,F,17.0,2.0,U,,9.0,31.0,203.0,31.0,15.0,2.0,77.0,1613.0,350.0,122.0,24.0,24.0,11.0,15.839635330932808,6.0,37.0,35.0,72.0,1.0,42075.70922160773,S,9.33,10.4,3.0,0.273,5.0,0.227,1.0,3,U,4.0,1
156473,6.0,1.0,81.0,F,10.0,4.0,H,4.0,3.0,23.0,97.0,17.0,9.0,3.0,59.0,2130.0,315.0,81.0,15.0,17.0,13.0,0.0,16.0,20.0,34.0,29.0,1.0,11583.0,S,7.0,7.14,5.0,0.5,7.0,0.412,1.0,2,U,2.0,1
29130,6.0,4.0,30.0,M,2.0,4.0,H,3.0,6.0,12.0,48.0,5.0,12.0,6.0,29.0,664.0,357.0,33.0,,17.0,13.0,0.0,25.0,74.93961879204849,25.0,88.0,0.0,11747.0,A,10.0,10.5,2.0,0.25,4.0,0.235,0.0,2,R,,1
86775,6.0,3.0,,M,12.0,2.0,U,2.0,10.0,25.0,55.0,13.0,10.0,2.0,65.0,253.0,195.0,113.0,17.0,17.0,13.0,0.0,29.0,34.0,40.0,82.0,1.0,8988.0,S,7.33,7.33,3.0,0.429,3.0,0.2,1.0,3,R,,1
88233,3.0,4.0,17.0,F,16.0,1.0,H,5.0,10.0,29.0,158.0,19.0,13.0,3.0,70.0,1648.0,360.0,125.0,15.0,15.0,9.0,0.0,23.0,34.0,41.0,48.0,1.0,20611.0,E,10.0,10.0,1.0,0.143,1.0,0.067,8.0,1,S,8.0,0
130047,4.0,1.0,52.0,F,1.0,1.0,H,4.0,20.0,5.0,20.0,1.0,20.0,20.0,13.0,660.0,161.0,17.0,17.0,17.0,10.0,0.0,22.0,0.0,26.0,58.0,0.0,8683.0,F,20.0,20.0,1.0,0.7886151131221589,1.0,0.2,0.0,4,U,,0
67319,6.0,4.0,55.0,F,5.0,1.0,H,7.0,16.0,25.0,135.0,9.0,28.0,6.0,57.0,1152.0,500.0,88.0,24.0,24.0,12.0,0.0,29.0,15.0,40.0,71.0,0.0,17793.0,A,16.0,16.0,3.0,0.273,3.0,0.15,0.0,1,T,8.0,0
112638,6.0,0.0,40.0,U,6.0,1.0,U,,20.0,25.0,204.0,13.0,25.0,10.0,67.0,322.0,170.0,88.0,24.0,24.0,12.0,1.0,27.0,34.0,35.0,69.0,1.0,9022.0,A,16.0,14.67,2.0,0.2,3.0,0.143,4.0,,R,3.0,0
82495,6.0,0.0,67.0,F,4.0,4.0,U,5.0,25.0,15.0,106.0,7.0,25.0,5.0,41.0,577.0,221.0,57.0,18.0,29.282220552614277,14.0,0.0,14.0,27.0,30.0,61.0,0.0,11674.0,A,20.0,18.0,3.0,0.375,5.0,0.263,0.0,1,C,5.0,0
